genes	DAL_1	DAL_2	DAL_3	DAL_4	DAL_5	DAL_6	DAL_7	DAL_8	DAL_9	DAL_10	V2_1	V2_2	V2_3	V2_4	V2_5	V2_6	V2_7	V2_8	V2_9	V2_10	AB_KCs_1	AB_KCs_2	AB_KCs_3	AB_KCs_4	AB_KCs_5	AB_KCs_6	AB_KCs_7	AB_KCs_8	AB_KCs_9	AB_KCs_10	G_KCs_1	G_KCs_2	G_KCs_3	G_KCs_4	G_KCs_5	G_KCs_6	G_KCs_7	G_KCs_8	G_KCs_9	G_KCs_10	G_KCs_11	G_KCs_12	V3_1	V3_2	V3_3	V3_4	V3_5	V3_6	V3_7	V3_8	V3_9	V3_10	R27_1	R27_2	R27_3	R27_4	R27_5	R27_6	R27_7	R27_8	G386_1	G386_2	G386_3	G386_4	G386_5	G386_6	G386_7	G386_8	G386_9
Pkc98E	9.757946113	10.22397619	9.893891495	10.61461064	9.752819681	9.185065737	10.52072599	10.30209602	9.706420545	9.724984251	10.51180599	10.58908868	10.75060458	10.53177367	10.55180428	10.18385515	10.86505026	10.49355601	10.5332746	10.15083445	11.51413085	10.82284086	11.38847386	10.97956567	11.04096844	10.91528521	11.33612124	11.22482069	10.8800273	11.25400126	11.34144849	11.09020336	10.99875928	11.04720307	10.85664007	11.27418193	10.82748674	11.27563402	10.83316261	10.79937372	11.17762781	10.99652428	10.34390571	10.31296257	10.27516285	8.70611641	10.29019457	10.19341625	10.54274618	10.63705385	10.33631984	10.26078852	9.093504263	9.050776896	9.961389833	9.779823602	9.438224432	9.148830517999999	9.490320856	9.741033966	9.333624643	8.450350274	8.576730515	9.386857743	9.261264473999999	10.12769151	8.860559515	9.658052824	7.1878997270000005
Pp1-87B	10.61014838	10.03903501	10.51348937	10.74028164	10.65897315	10.48656598	10.71551461	10.33109303	10.878433300000001	10.18578741	10.82602459	10.84351482	11.19050545	10.36517687	10.34522002	10.76100042	11.00919567	10.91351504	11.02595947	10.78878054	10.30116654	10.84594359	9.989998051	10.67859653	10.65708951	10.92386093	10.34350297	10.74425498	10.84335421	10.57736663	10.54929298	10.99116278	10.68138394	10.75613219	10.911109800000002	10.61183709	10.94441255	10.58897384	10.81452367	10.79027464	10.63001714	10.91296718	10.00604864	10.2887189	10.93721009	10.37589174	10.68467503	10.25625229	9.857489762	10.28212324	10.1096659	9.879569216	10.03865321	10.14869494	9.677735879	10.19918608	9.756033253	9.697230768999999	10.11392995	9.64777323	10.26469664	9.179292444	9.98695847	10.3964965	9.868278958	10.58879267	9.439711407999999	10.45727772	11.13606906
PQBP1	6.9846558210000005	3.431364416	6.632581021	6.304020075	3.573150291	6.756394243	7.452440631	7.874717638	5.913095911	6.413939251	3.5525743910000003	6.85625768	7.583966698999999	7.226772979	6.127987097999999	7.918638717	7.32237828	7.099466789	6.899988917999999	7.137615153	6.837086723	6.763800868	6.447677435	7.0645834160000005	6.8046072	5.696264478	6.458138697000001	6.486513745	6.325747021000001	6.378471705	6.688400718	6.524905756	6.883134465	6.861940214	6.663579015	6.580396263	6.732924368	6.931189755	7.2413200170000005	6.440992175	6.850359417999999	7.208823757	6.6252011379999995	7.4411147820000005	5.273195969	3.445122635	7.163485232999999	5.915807366	3.4480508139999997	7.184075543	3.638311725	5.765881621	7.4212285520000005	5.155078518	7.665082288	4.604182967	3.4585686360000003	3.439476354	3.475743716	4.764513489	3.4771994260000003	7.86539975	7.800189422000001	8.024055567000001	5.398615657000001	7.650479271	7.183091247999999	3.4252533130000002	3.515192592
prt	7.3128516260000005	2.5063861430000003	7.301477396	5.782924639	7.9730976060000005	5.856123735	4.23343302	6.497804663999999	7.121969926	7.22254466	5.575446534	7.058940667000001	7.890540443	4.482211873	2.628275356	5.5760539520000005	8.858399449	8.030132757999999	7.538450161	6.225590962	10.53777174	9.709644727999999	10.23985499	10.02246281	9.861199053	10.01762128	9.176894066000001	11.1374114	11.13555172	10.89608998	9.432775936	10.05529081	9.831041868	9.194789906	9.332716129	9.867445593	8.993540648	10.28709589	9.247721914	9.205461056	9.664304631	9.549106418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psn	5.894945132999999	4.443525753	4.37096605	6.0414209439999995	6.49743815	7.703088544	7.842062765	7.677539901	6.786622061	7.5495121979999995	4.8447629580000005	7.944583728	8.507435437	5.816278747999999	6.798580074	6.83481029	7.127063141	6.692613985	7.175769017	7.527020867	7.555949047	6.855907749	6.307774032999999	7.52905095	6.796388815	7.355322492000001	6.952803114	7.359147553	8.322197455	7.179569319	6.111780867999999	7.731081865	7.728428351	7.022269985	6.879714666	6.550431577	7.389253492000001	7.176712957	6.908934177999999	7.082682225	7.177310049	7.258272442000001	4.684531685	7.540070566	5.838676208	4.471740629	8.261983222000001	6.823361524	6.135017924	5.12633166	4.578776406999999	7.3152503410000005	5.58172957	7.00459031	6.738508295	6.920599798	5.390578069	5.340240843	9.051328805	4.4481165019999995	7.510089817000001	7.531323195	4.660565941000001	8.677939979	8.230577213	4.617321937	6.591951407000001	8.703169241	5.133146965
pst	8.602991436	8.767725128	9.847204827	6.026056366000001	8.176342441000001	11.47800337	5.32268437	7.290953185	7.238536829	6.42560341	5.174596831000001	5.554729925	6.024443099	5.206940951	7.486169637000001	6.5909344	6.4738878810000005	5.533570192999999	7.301353122	7.302966069	6.4732826139999995	5.939632672	5.429627685	5.540685812	5.958252461	6.8463931570000005	5.187661756000001	7.0027	9.027072800000001	7.143558951	6.282872185	5.802693011000001	5.2683439739999995	6.436758437999999	6.150358695	6.643202927000001	5.619901183	5.836810101	5.277077888	5.596635083	6.233941292999999	6.098737711	9.806388153	7.418127781	7.729174797000001	9.195332772	8.578377932999999	8.329892925	9.102807853	7.149901513	7.757617345	7.726354784	8.671347506	11.0040546	10.83811648	6.548802881	9.554251272	9.660383807999999	9.928228468	9.202052109	8.998507907	8.438157066	6.916667021	8.440558529	9.089204772999999	9.038288489	9.451546324	5.683794753	8.8010769
Ptp10D	6.003185202999999	8.680308285	7.804389135	8.585779956	9.006296032	7.65619102	9.372378962	8.41144684	7.477454211	8.309605187999999	8.7662321	8.277131157000001	8.059970538	8.840550518999999	8.748656245	8.140720294	8.517607887999999	8.336612661	8.329682688	8.506512701	7.109450292999999	7.094136315	6.619425168999999	7.376233182999999	7.108808371	5.2748732039999995	7.86327909	6.052844326000001	5.799192565	7.447487551	8.028543017999999	6.905617073999999	7.548255322	7.73721095	7.340926743	7.681882067	7.226574364	7.554177731	7.068025651	7.758085699	7.212754352	7.2756866129999995	7.444686213	8.889098616	8.358904874	8.731844738	8.128734246	7.507559294	6.633231256	8.690325234	8.623426408	6.956440866	7.271234739	6.704477871	8.403066366000001	8.121918546	6.984094463	5.546980679	9.099770775	7.959460282999999	9.16760803	7.822690981	6.478502876	8.803053991	8.362031054	8.037519117999999	8.259302877	9.373766307	8.758433511
pum	11.80528982	12.01852329	12.28655267	12.4246725	12.07534114	12.31802203	12.82629465	12.4177159	12.31913304	12.30672996	12.81513034	13.22646936	12.67340896	13.17824024	12.88489024	12.83744933	13.28559897	13.07983493	13.27868538	12.2306967	14.04741635	13.84648966	14.09738859	13.31138725	13.90032782	13.58342985	13.76924658	13.29766801	13.57453006	14.14852318	13.61165466	12.71548128	13.08337505	13.37611878	13.76820064	13.8228095	13.17113923	13.20242116	12.99523253	13.26228439	13.63524284	13.08057741	12.47890788	12.86215945	12.32252414	12.289382699999999	11.64381602	12.44278791	12.54865438	12.39533041	12.25963834	11.99299158	11.95250899	11.09703212	11.95161275	12.36092199	12.16822617	12.18554177	12.11419273	12.64911645	12.01123597	11.81035677	12.47784995	11.97425569	11.79047712	12.248726300000001	11.91375244	11.73078513	11.63426175
pxb	3.9764469289999997	7.351641449	8.649201304	7.301126568	3.5095045089999997	7.427069682999999	8.607124843	7.765010331	3.344903126	6.2413692229999995	8.227530861	7.263779867	6.93214746	6.391775892	8.205867414	8.346460711	7.701803452	6.422114767999999	7.5183750279999995	6.4897480629999995	8.158315986	8.744019842	8.282861236	7.803066749	8.272723917999999	7.46793481	8.169678719	7.748370831	8.283456791	8.666933862999999	8.259218776	7.389334185	7.648217085	7.882483862000001	8.130516445	8.443923263	7.490308333	7.997919715	7.7885254	8.028395003	7.723688133	7.377130492	7.675792443	7.376517541	8.061874761	3.3695763860000003	5.680856175	6.461763484	3.3729445960000004	7.133501492000001	5.555552753	3.353848482	9.621062877	4.537738991	5.4540211560000005	7.9199578289999994	8.270397431000001	8.705160416	5.4193734870000005	3.511450777	8.36629188	3.378763343	5.979471255	3.581971776	5.3460216339999995	3.809203563	8.236496737000001	5.646046012999999	8.584895596
Rac1	10.27469469	9.754365099	10.40612045	10.22021116	10.65071034	9.54656405	10.18607968	10.42536536	10.91526449	10.65038102	9.329880447999999	10.40235264	10.02596237	10.34376027	9.782239435	10.03411269	10.52632814	10.29676416	10.53422784	9.996129167000001	10.37503363	10.24599886	10.27723403	10.22201028	10.40283925	10.407637	10.35417392	10.03464259	10.207116000000001	10.31285732	10.36702983	10.39898935	10.24005394	10.47557985	10.47945618	10.36068071	10.32159999	10.55238601	10.41008656	10.52943479	10.60406758	10.47411917	9.751693456	9.255974915	10.06148335	8.521134757	10.07266828	9.521279072999999	9.56363468	9.917903274	9.56451065	9.448432918	9.674253807000001	9.582231086	9.466637824	9.962194978	9.617624729	8.829036645	9.569175733	9.344612962000001	9.384470809	10.22731445	9.357646642999999	8.278759045	8.80830197	8.371342966	9.947824511	9.320740807	8.063020437
rad	8.307163592	9.48428327	9.102714346	9.333008941000001	8.253526074	8.843040493	9.054515622	9.304932254	8.992377737	9.084803537	8.844743025	9.673877604	8.958989026	9.566982362000001	9.521362912999999	9.626602178999999	9.986336345	10.07461998	9.9440677	9.033293279	10.90654382	11.18776113	11.43938104	10.02292788	10.83046685	10.89357434	11.14666349	10.32362119	10.43328435	10.9748275	10.55597689	9.895402237	10.39948955	10.17558146	10.63713715	10.77833916	10.38394207	10.31523685	10.26301804	10.388461099999999	10.60620684	9.952061549	4.616370721	8.264040812000001	6.639953856	6.879405519	7.735906977999999	7.595170295	8.022403527	7.127970238	8.135434826000001	4.524754003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.163753077	4.536959201	5.904052707999999	4.5815279239999995	4.648558053	7.673855221	5.131560932	6.780761045	7.1870149329999995
Rdl	12.06425244	12.81805203	12.55532555	13.21563881	12.55821152	12.41366337	13.2711954	12.75391894	12.65480271	12.50853462	13.5481665	13.42765918	13.34435067	13.50573912	13.34805803	13.11724184	13.55727557	13.55096829	13.29372564	12.88373436	15.30908525	14.59580648	15.18021861	14.44286354	14.67499605	14.61566432	15.20995617	14.34106511	14.44554864	15.03964731	14.65873036	13.7664221	14.05249687	14.20346723	14.25940705	14.671838300000001	13.90122634	14.33439341	14.03445271	14.13288802	14.42872097	14.06875928	12.54319751	13.44227793	12.85543376	12.45491703	12.66137271	12.7311377	12.82919901	13.15742658	12.83886108	12.66711001	12.25147961	12.33893756	12.25857237	13.171060999999998	12.23143358	12.69591926	12.25230337	12.8250203	11.93327158	12.01101626	12.46596971	12.18149372	12.55448336	13.05088653	11.75864979	12.71358988	10.49170367
rg	8.442779161	8.393608702	6.731629391	8.969791588	7.473821065	8.372644999	7.893714352999999	9.185589013	8.014913596	8.150027505	7.762438891	8.693161644	8.550105307	8.877249715	8.968124181	9.019332042	9.468907827999999	8.956194386	8.622314173	8.906441567	9.883108676	8.927928388	10.28221286	9.506296866	9.026308059	9.180412577	10.14556956	9.731856367	9.339780316	9.455207749	9.832994272999999	9.309219526	9.47571858	9.24857955	8.76604695	9.213818457999999	9.065149681	10.02419366	9.199300692000001	9.094935736	9.285706739	9.174413258	7.346108932999999	8.670930262999999	7.914407945	7.538381297000001	9.398782889	8.669721254	8.689845865	8.614987291	8.89578995	8.783901542999999	6.090368315	7.615614537999999	7.936530472	8.312734329	8.06679826	8.586475361	7.3890629070000005	7.693633499	9.685475065	8.2424688	7.766678306	8.252068399	8.553767407	7.512958352999999	8.614205559	9.876678518	8.625057811
Rgk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.394256087	6.026097616	6.799892011	6.161562427000001	5.871807755	5.297667829	7.607453982000001	6.221944012000001	6.065287613	4.631647618	7.387343379	7.681234456	7.541857117	6.986565917	7.392388039	7.649645083999999	7.632145986	7.524425627	7.13212191	6.888311167	7.378196925	8.125198159	8.195762495	7.224940602	7.618079441	7.5696986829999995	7.460011361	8.211470517	7.807356307	7.627057122	7.599774191	6.836869372000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.679708918999999	5.772047303	4.666439109	6.604065702000001	2.082157535	4.769487808	2.12095522	6.446387335	5.004771852	2.474737615	4.828351158	2.268155347	6.261878101000001	2.394125461	2.142507788	6.697740973999999	4.104532668
rut	7.2225935329999995	9.746774448	9.0549144	9.794059052	9.240313023999999	9.716177145	9.64967193	8.998531092	9.527230426000001	9.404849124	10.27166653	10.20695271	10.21011008	9.824695825	10.11392428	9.921328689	10.99573215	10.4508358	10.21448161	9.824847499	12.8213616	12.58479815	12.67545449	11.9273609	12.67068494	12.01089389	12.65295103	11.993217800000002	12.18236212	12.74212193	12.51373621	11.53533662	11.7836521	12.23528191	12.24319667	12.81897731	11.69724937	12.09153481	11.75124989	11.94911124	12.52708543	11.67670586	8.835773375	9.944575174	8.692279079	9.774664005	8.898612145	9.673738885	8.979232639	9.4459103	9.578490986	8.123637245	9.723846303	7.252107512	9.424193215	9.340144183	8.961368173	8.727919695	7.143516366	9.104805631	8.956277696	9.346795884	10.04599546	8.52015214	8.748239328	9.624577346	7.88506125	8.749803477	6.47720526
S6kII	6.893370354	5.758874984	6.701214789	8.55397409	7.711116942	7.323942726	8.594073138999999	7.661780075	6.956570436	7.910786855	7.452425691	7.548856872000001	7.536686678	8.292944218999999	7.718967332	7.991232306000001	7.732290515	7.791266126	7.895864286	8.316493377	8.919552723999999	8.525073574	9.212829089	8.621244608	8.781596352000001	8.357119433	9.240973454	8.684656276	8.558232612000001	9.131954607	8.833171122000001	8.317480149	8.133022103	8.404773787	8.166041186000001	8.691112145	7.838565158	8.583991385	7.967255626	8.10948978	8.455824652999999	8.295912354	8.42245762	7.780859177999999	5.8201320160000005	8.378997576	8.146676329	6.4642412270000005	7.061092477000001	7.933052251	8.793374408	6.861329512999999	8.238595814	8.02308065	5.1752031810000005	8.138836552999999	8.086876768	6.969734527000001	8.573803721	8.811010386	6.172934349	7.526945792999999	7.5282831439999995	7.007546777999999	7.952103661000001	7.881654058	8.327911704	6.065320085	6.182237563999999
Sap47	13.17630524	13.72745989	13.36723796	13.63153748	13.49960916	12.99817702	14.404891500000002	13.56282579	13.48847189	13.97601511	13.81374731	13.67061093	13.44669892	13.51620582	13.74114382	13.46029771	13.36592059	13.12030223	13.77437445	13.22267822	14.18701618	14.05216741	13.95364509	13.54698257	13.8139995	13.10391565	14.02744193	13.49161151	13.49799025	14.08953582	13.93946287	13.00387009	13.14109212	13.66452869	13.83397371	14.16200869	13.27814027	13.52489988	13.32150655	13.50244858	13.8050783	13.26018674	13.90026526	14.17555745	14.18147579	13.80900492	13.0367269	13.83733546	13.79174167	13.98370466	13.64076748	13.62167523	13.67983629	13.02501834	13.40819722	13.643986600000002	13.37271753	13.34504872	13.03668942	13.60591727	13.81717362	12.89274744	13.87896408	13.6822995	13.01860308	13.75666566	12.94398908	13.23270891	13.24781549
Scamp	8.901237032000001	8.289481786	8.757508962000001	8.26136994	10.03258236	8.84435439	9.014116474	9.57933523	8.681582472999999	9.575483615	8.589374469	8.161753274	8.115905904	8.92688785	8.501782928999999	8.614306746	8.70846217	9.427668272	8.48318209	8.615290511	9.285181834	9.000880506	9.531557192000001	9.014781604	9.034512949	8.93233963	9.43846779	9.247610846	8.632525564	9.418788973	9.121017763	9.127922991	9.318594122	8.957070195	9.157113234	9.322252684	8.97637091	9.31333721	9.005262019	9.128520042	8.845047691	8.800207534	8.365640524	9.075105787	8.279758906	8.257597443	8.705269917999999	9.161727766	9.228885182	8.672617958	8.721668787	8.010173022	8.579805009	8.651999958	8.43026645	8.2144388	7.204637626	8.548831913999999	6.2165855389999995	8.619854945	6.117118922	9.142051979	7.74508753	9.428935292	8.4220655	8.479823416	10.01383835	9.610684694	9.266106187
scb	1.929007376	5.821075866	2.8542852780000003	4.884782882	5.963300977	1.922026957	1.9970698480000002	4.544299774	4.276771741	3.321104787	2.0723543540000002	1.9265188709999999	1.87706841	2.133378712	6.490157391	2.363690508	3.828052267	4.719650662	3.9904485110000003	4.457615565	6.589268512	6.534529997000001	6.388201644	6.0754561979999995	5.736285354	6.76075044	5.974239841	5.439461939	5.720561847000001	6.761689186	3.008301627	4.154006023	3.0164129789999996	3.5310965810000003	1.901203564	2.073954937	4.049804622	4.860426997	3.655895244	4.305802109	2.5169337069999997	5.511223256	4.734504391000001	4.953323598	1.9410874280000001	2.8259272330000003	3.728062852	4.833123295	1.977012269	2.222898351	7.606942947	1.936203974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.044403492	1.9891043240000001	1.947855935	4.30142838	1.9238493030000001	6.942835062	2.062880977	2.425048403	2.125294597
scrib	7.6192482770000005	8.114789436	8.037813704	8.882360232	8.475148483	8.328864863	8.999144255	8.953132016	7.621698082999999	8.892090592	9.527469164	9.275248013999999	9.178715719	8.915306912	8.346888095	8.303052886	9.66126159	9.315547302999999	8.522758984	8.426560384	10.45924683	10.06346319	10.62233707	9.986425946	9.884225758	9.92225907	10.29237892	10.27350836	10.18298209	10.41254148	9.947583932	9.904491786	9.940525837000001	9.695400201	9.607954452000001	9.983400789	9.643996515	10.25990582	9.745646015	9.570947094	10.01317276	9.892456895	8.001422648	8.517066342	7.595495529	6.860836867000001	8.120318627	8.598708847000001	7.76376273	7.498980721000001	9.067634846	8.397983355	6.117466858999999	7.136001189	8.143652348	7.899341323	7.9213040679999995	6.078795907999999	8.788720875	8.660245536	8.184574727000001	9.815849998	9.387210334	7.725402015	7.83638799	8.750762218	8.164907596	7.465814362000001	7.5551106610000005
sgg	8.725215873	9.92298933	9.475927595	9.34526919	8.479978531	9.167316752	9.297211974	9.161055943	9.51909925	9.193050853999999	8.65411392	9.791096995	9.757904474	9.91450386	9.646625977000001	9.525983406	9.914266715	9.737159834	9.704684043	9.351719162	10.57511878	10.329122199999999	10.56878277	9.549646678	9.961459406	9.728519282999999	10.38485471	10.19549971	9.767418018999999	10.4687661	10.39902812	10.03605482	10.23467886	9.928561937000001	10.06452629	10.50607021	9.884705048999999	10.30688276	9.805382149	10.02427529	10.027758500000001	9.57070955	9.002456925	10.06639968	9.277013972999999	9.581045563	9.917968007	9.648859018	9.553864333	9.462551077	9.839709378	9.873248092	8.58440011	9.188158196	8.484143213	9.534158499	8.640376057000001	8.855518907999999	9.161140545	9.103932996000001	8.121514617999999	9.282627638	9.009883395	9.497951654	9.529624069	9.168419157999999	9.325103335	8.643173663999999	8.942408536
Sh	11.71271784	12.86600828	12.36058718	12.98468023	11.99839492	12.58746151	13.53209324	12.85829687	12.47465501	12.81191525	13.10946137	13.33338449	12.87580922	13.13158516	13.1588976	12.81585046	13.08613697	13.14248667	12.99187983	12.42644556	14.73822575	13.84745477	14.71968551	13.84789794	14.27192906	13.83462452	14.51248429	13.83494349	13.94475663	14.67921187	13.999195	13.11811436	13.59672798	13.58508264	13.72371025	14.15028808	13.29110531	13.76238518	13.34404833	13.53994818	13.73612187	13.308229999999998	12.85078736	13.55956902	12.61790251	12.83681437	12.70120233	12.91624803	12.9481066	12.81046397	13.33117818	12.70550597	12.06374458	11.74332484	11.90282326	12.49741059	12.05978568	12.04006885	12.10414914	12.07108388	12.87440501	12.36718396	12.8736238	11.99754049	12.87059122	12.65303874	11.84034152	12.05686287	12.05804751
Shal	9.124182134	8.405256157	8.765383566	9.421221829	9.132644301000001	8.828570518	10.2030772	8.795021429	9.089620941	8.456260189	9.421973603	9.373942102	9.768525869	8.894957456	9.73124632	9.294720597000001	9.011922683	9.143284461	9.355783329	8.801400071	10.35125746	9.895879406	10.29528153	9.80181672	9.849708912999999	9.538496427	9.714098437999999	9.470008951	9.628002262999999	10.38836649	10.02629568	9.076913042000001	9.277674364	9.620354312	9.888106936	10.23382294	9.169371092	9.739842472000001	9.400203595	9.736899023	9.878422984	9.260350857	8.934282592999999	9.954684468	9.832962794	9.797723916	9.181067434	9.302101991	8.705742923999999	9.70167584	9.132569482000001	9.264628952	9.801923651000001	9.469882714	8.051381171000001	9.555910078	9.367176121	9.223156417	6.364903111	9.804096391	10.52734763	8.049633219	9.952217762	9.588648644	9.084354594	9.083556489	6.841933267999999	9.257728444	7.457661299
shi	11.48590762	12.11619203	12.01945095	11.97931795	11.94844056	11.48046162	12.44698683	11.93765608	12.14167231	11.98397572	12.31659333	12.26045151	12.39327632	12.38463034	12.02568664	12.31338691	12.47898706	12.36850169	12.66979695	12.57375715	12.4098432	12.90467348	12.51271158	12.32019517	12.43425949	12.20242315	12.59866977	12.25972754	12.16757012	12.63872281	12.43216668	12.24796678	12.35188658	12.21417091	12.3049436	12.50893023	12.07947372	12.33870704	12.03684824	12.15565286	12.49339463	12.17065443	12.29303339	12.21403338	12.2768621	12.2797319	12.45021649	12.35007473	12.29020901	12.68472587	12.22367799	12.39993023	11.78803333	11.70504733	11.42544493	12.19226496	12.01096886	11.96771126	11.64221812	11.58685908	11.54759557	11.3526277	12.00318807	12.00817223	11.97586911	11.66151253	10.87595672	12.37410428	10.73134703
simj	6.747060287999999	8.223738332	8.877962756	8.891618187	8.886459793	7.958458005	9.752210396	8.94028898	8.360118162000001	9.350180561	8.599000184	9.123854493	9.076920291	9.387216641	9.984283721	9.296957569	8.089538001000001	9.024298416	9.063334235	8.751359672000001	10.11880068	9.730259184	9.980346841	9.538031657000001	9.670713223	8.983809447999999	10.14871191	9.65335021	9.531548309	9.982292733	9.849815024	9.283010828	9.09380584	9.595436269	9.427488071	9.815057018	9.322360177	9.56223889	9.300304709	9.458645076	9.667915099	9.112854409	9.074752363	8.729100195	8.366666509	8.756904954	8.092173009	9.038716975	8.91339757	8.295031925	9.485206527999999	7.810527838	7.9800675839999995	8.550580418	7.784442564	8.276737274	8.513910892	8.327431472999999	9.084782565	7.417214271000001	7.6164928839999995	7.44329313	8.818867484	8.0769259	8.512763599	8.58024712	7.205354617999999	7.969069645	6.943396733999999
Socs36E	8.790335248	8.516399964	8.523045802	9.331323612	9.375150151	8.832013001	9.128932482	8.438766485	7.9247635579999995	8.75180798	8.406742291	9.092163547	7.979404509	9.021261356	8.880113791	9.238578292	9.07633296	9.148457656	9.301443186	8.877152812	9.666973053	9.241003851	9.421693049	8.46356121	9.016027962	9.367295506	9.236764721	8.767346214	9.328671122000001	9.317854771	9.011246874	8.570363754	8.790533718999999	8.972524471	9.105504815	9.544029367	8.812934677000001	9.03992086	8.546309792999999	8.851406839	8.984190313	8.395339531	8.257501468	9.178991118999999	8.202122629	8.879162577999999	8.030569037000001	8.810523392	8.518386818	7.906739174	9.062198501000001	8.407452829	8.604694438	6.9607171029999995	7.548801667	8.315982485	8.352878746	7.584545945	8.096254767000001	6.495937557	8.462761673	8.597138977	7.881729857000001	8.050211628	7.483812703	7.586793183999999	7.485036782000001	8.267622872999999	5.377146497000001
spi	8.036589737	8.251983641	7.167777238999999	8.498450194	9.076717076	7.201620431	7.936581159	8.753071943	8.585782448	6.123569354	9.341489366	8.670910222	9.286407853	8.105749852	8.558582385	7.891350282	7.938441707999999	9.047602907	7.951954123999999	8.502453395	8.193511996	7.98288376	8.981836228999999	8.765493203	8.210213552	8.291079975	8.48867414	8.401632351	8.507748279	8.384586353	8.316539901	8.382178074	8.9687825	8.008749044	8.323322875	7.88838913	8.160897841	8.434556852	8.211000045	8.260213934	8.323100123	8.170109135	7.241300836000001	8.343249473	8.103483946	7.834694077999999	8.769899169	7.912670621	6.629019968	7.429417908	8.369009719	8.661820217	9.021310804	7.016442436	7.058713482999999	6.919146561	8.742371729	9.613484387	5.253362626	8.257260287000001	6.9215763070000005	6.965566243	8.077524075	8.330451202999999	8.364645341000001	7.19617536	7.0677905260000005	5.241880528	5.743925203
spoon	9.076149374	9.235673504	10.47706039	9.396175538	9.594723068	9.291466094	9.751975397999999	9.516691136	9.566475912000001	10.30299238	9.340998241	9.500396493	8.603843477	9.428074281	8.342347783	9.362680167	10.04433067	9.176394041	8.675602751	9.475897952	9.36839884	9.310047173	9.52978056	9.406760882	9.204269047999999	9.39957055	9.582042056	8.845622012	10.10979798	9.588622208	9.528659145	9.295115823	9.563041406	9.216779793999999	9.370900619	9.532978497	9.262016305	9.385539116	9.162188953	9.274950243	9.440269459	9.234234555	9.286380959	9.730678705	9.547518288	9.998135924	9.712429445	9.626906873	9.430944529	9.397041307	9.82126189	8.865217626	9.695986068	10.90569538	11.12976419	9.51740559	9.907538401	7.760416306000001	8.044656248999999	9.147153005	8.466662992	10.13475137	9.374154636	10.52806117	9.90904364	9.6818414	10.13961667	8.295238077999999	8.904124803
sra	9.539225411	9.03348022	9.635175195	9.139040565	9.942047555	9.384514895	9.776202911	9.691826348	9.336029248	9.328724252999999	9.802663195	9.999766203	10.16207845	10.19770073	9.562681869	9.742324766	9.487690775	9.424872339	9.531153114	9.458546638	9.137464165	9.326919864	9.420677075	9.327944047999999	9.188080461	8.856995718	9.384741614	9.101768802	8.681904856000001	9.148707166	9.671410536	9.756235499999999	9.540646927000001	9.269964753	9.705723297999999	9.271715033	10.09060676	9.375864503999999	9.646613682	9.322509604	9.171609542999999	9.235122499	9.095968837000001	9.328411902000001	8.75914242	10.18209236	9.949169662000001	9.680982452	9.978645265	9.59182058	7.960596347999999	10.70313774	8.832588671	8.25410701	9.248706146	9.304030762	9.459992998999999	8.407317352	8.561930196	8.801359576	8.669461037	7.943318307999999	9.176342092999999	8.924868445	7.903201332	9.225141581	7.827641225	10.05558039	8.235769028
Src64B	8.05144367	8.214751478	8.851853505	8.727559269	8.962061461000001	8.640036986	8.664055714	8.745720206	6.128008831	8.320557303	9.062675081	8.761285287	8.290374274	9.113833716	9.52098105	9.65810973	9.054176581	8.818420462999999	8.774209718	8.721182717000001	8.979819394	9.217396334	9.165623409	8.832195566000001	8.818261535	8.530579826	8.696631133	8.833307759	9.431090768999999	9.223350976	9.083357976	8.326091923	8.269074497	8.637552158	8.565897963	8.902890572999999	8.236572549	9.054445795	8.738156274	8.753573121	8.74068877	8.475632083999999	9.816466634	8.757579758	8.229928997	8.47346525	7.697855122000001	8.639757887	9.553675633	8.99566795	9.078036527	8.164574815	8.079371344	6.03579457	8.321293778	7.282254278	5.63929389	9.131759612	7.95942748	5.581495952999999	5.592070597999999	7.545750107999999	9.422472135	7.63513038	5.609128146000001	8.560181414	7.176827235	5.914368587	5.69425892
ss	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
